MORPHID	MORPHTYPE	FORM	WFID	SGID	SG_LABEL	STRATUM	DEPTH	WF_LABEL	PROVENANCE	ROOTLEMMAS
R402	ROOT_SG	dal	WF245	SG270	dal, daļ		0	dal, daļ	SG_ROOT	L5094;L5095;L5096;L5097;L5098;L5099;L5100;L5101;L5102;L5103;L5104;L5105;L5106;L5107;L5108;L5109;L5110;L5111;L5112;L5113;L5114;L5115;L5116;L5117;L5118;L5119;L5120;L5121;L5122;L5123;L5124;L5125;L5126;L5127;L5128;L5129;L5130;L5131;L5132;L5133;L5134;L5135;L5136;L5137;L5138;L5139;L5140;L5141;L5142;L5143;L5144;L5145;L5146;L5147;L5148;L5149;L5150;L5151;L5152;L5153;L5154;L5155;L5156;L5157;L5158;L5159;L5160;L5161;L5162;L5163;L5164;L5165;L5166;L5167;L5168;L5169;L5170;L5171;L5172;L5173;L5174;L5175;L5176;L5177
R403	ROOT_SG	daļ	WF245	SG270	dal, daļ		0	dal, daļ	SG_ROOT	L5021;L5022;L5023;L5024;L5025;L565;L5026;L601;L602;L603;L1002;L5027;L1160;L3347;L4494;L4495;L4496;L4497;L4498;L4499;L4500;L4501;L4502;L4503;L4504;L4505;L4506;L4507;L4508;L4408;L4409;L5028;L5029;L5030;L5031;L5032;L5033;L5034;L5035;L5036;L5037;L5038;L5039;L5040;L5041;L5042;L5043;L5044;L5045;L5046;L5047;L5048;L5049;L5050;L5051;L5052;L5053;L5054;L5055;L5056;L5057;L5058;L5059;L5060;L5061;L5062;L5063;L5064;L5065;L5066;L5067;L5068;L5069;L5070;L5071;L5072;L5073;L5074;L5075;L5076;L5077;L5078;L5079;L4520;L4521;L4522;L5080;L5081;L5082;L5083;L5084;L5085;L5086;L5087;L5088;L5089;L5090;L5091;L5092;L5093
R404	ROOT_SG	darb	WF246	SG271	darb, dirb		0	zero-element	SG_ROOT	L5178;L5179;L463;L5180;L1161;L1057;L5181;L5182;L222;L223;L224;L2273;L2274;L2275;L2276;L2277;L2278;L2279;L2280;L2281;L2953;L2964;L3318;L3756;L3757;L5183;L5184;L2569;L2570;L5185;L5186;L5187;L5188;L5189;L5190;L5191;L5192;L5193;L5194;L5195;L5196;L5197;L5198;L5199;L5200;L5201;L5202;L838;L839;L5203;L5204;L5205;L5206;L5207;L5208;L5209;L5210;L5211;L5212;L5213;L5214;L5215;L5216;L5217;L5218;L5219;L5220;L5221;L5222;L5223;L5224;L5225;L5226;L5227;L5228;L5229;L5230;L5231;L5232;L5233;L5234;L5235;L5236;L5237;L5238;L5239;L5240;L5241;L5242;L5243;L5244;L5245;L5246;L5247;L5248;L5249;L5250;L5251;L5252;L5253;L5254;L5255;L4831;L5256;L5257;L5258;L5259;L5260;L5261;L5262;L5263;L5264;L5265;L5266;L5267;L5268;L5269;L5270;L5271;L5272;L5273;L5274;L5275;L5276;L5277;L5278;L5279;L5280;L5281;L5282;L5283;L5284;L5285;L5286;L5287;L5288;L5289;L5290;L5291;L5292;L5293;L5294;L5295;L5296;L5297;L5298;L5299;L5300;L5301;L5302;L5303;L5304;L5305;L5306;L5307;L5308;L5309;L5310;L5311;L5312;L5313;L5314;L5315;L5316;L5317;L5318;L5319;L5320;L5321;L5322;L5323;L5324;L5325;L5326;L5327;L5328;L5329;L5330;L5331;L5332;L5333;L5334;L5335;L5336;L5337;L5338;L5339;L5340;L5341;L5342;L5343;L5344;L5345;L5346;L5347;L5348;L5349;L5350;L5351;L5352;L5353;L5354;L5355;L5356;L5357;L5358;L5359;L5360;L5361;L5362;L5363;L5364;L5365;L5366;L5367;L5368;L5369;L5370;L5371;L5372;L5373;L5374;L5375;L5376;L5377;L5378;L5379;L5380;L5381;L5382;L5383;L5384;L5385;L5386;L5387;L5388;L5389;L5390;L5391;L5392;L5393;L5394;L5395;L5396;L5397
R405	ROOT_SG	dirb	WF246	SG271	darb, dirb		0	zero-element	SG_ROOT	L5398
R406	ROOT_SG	dar	WF246	SG272	dar		0	zero-element	SG_ROOT	L5399;L5400;L5401;L5402;L5403;L5404;L5405;L5406;L5407;L5408;L5409;L5410;L5411;L5412;L5413;L5414;L5415;L5416;L5417;L5418;L5419;L5420;L3319;L3320;L3321;L3322;L5421;L5422;L5423;L5424;L5425;L5426;L5427;L5428;L5429;L5430;L5431;L5432;L5433;L5434;L5435;L5436;L5437;L5438;L5439;L5440;L5441;L5442;L5443;L5444;L5445;L5446;L5447;L5448;L5449;L5450;L5451;L5452;L5453;L5454;L5455;L5456;L5457;L5458;L5459;L5460;L5461;L5462;L5463;L5464;L5465;L5466;L5467;L5468;L5469;L5470;L5471;L5472;L5473;L5474;L5475;L5476;L5477;L5478;L5479;L5480;L5481;L5482;L5483;L5484;L5485;L5486;L5487;L5488;L5489;L5490;L5491;L5492;L5493;L5494;L5495;L5496;L5497;L5498;L5499;L5500;L5501;L5502;L5503
R407	ROOT_SG	daršan	WF247	SG273	daršan	BORROWED	0	daršan	SG_ROOT	L5504
R408	ROOT_SG	daudz	WF248	SG274	daudz		0	daudz	SG_ROOT	L2308;L5505;L5506;L725;L2821;L2822;L2823;L5507;L1852;L5508;L5509;L5510;L4582;L4629;L4630;L4631;L5511;L5512;L5513;L5514;L5515;L5516;L5517;L5518;L5519;L5520;L5521;L5522;L5523;L5524;L5525;L5526;L5527;L5528;L5529;L5530;L5531;L5532;L5533;L5534;L5535;L5536;L5537;L5538;L5539;L5540;L5541;L5542;L5543;L5544;L5545;L5546;L5547;L5548;L5549;L5550;L5551;L5552;L5553;L5554;L5555;L5556;L5557;L5558;L5559;L5560;L5561;L5562;L5563;L5564;L5565;L5566;L5567;L5568;L5569;L5570;L5571;L5572;L5573;L5574;L5575;L5576;L5577;L5578;L5579;L5580;L5581;L5582;L5583;L5584;L5585;L5586;L5587;L5588;L5589;L5590;L5591;L5592;L5593;L5594;L5595;L5596;L5597;L5598;L5599;L5600;L5601;L5602;L5603;L5604;L5605;L5606;L5607;L5608;L5609;L5610;L5611;L5612;L5613;L5614;L5615;L5616;L5617;L5618;L5619;L5620;L5621;L5622;L5623;L5624;L5625;L5626;L5627;L5628;L5629;L5630;L5631;L5632;L5633;L5634;L5635;L5636;L5637;L5638;L5639;L5640;L5641;L5642;L5643;L5644;L5645;L5646;L5647;L5648;L5649;L5650;L5651;L5652;L5653;L5654;L5655;L5656;L5657;L5658;L5659;L5660;L5661;L5662;L5663;L5664
R409	ROOT_SG	dauz	WF249	SG275	dauz, daudz		0	dauz, daudz	SG_ROOT	L5665;L5666;L5667;L5668;L5669;L5670;L5671;L5672;L5673;L5674;L5675;L5676;L5677;L5678;L5679;L5680;L5681;L5682;L5683;L5684;L5685;L5686;L5687;L5688;L5689;L5690;L5691;L5692;L5693;L5694;L5695
R410	ROOT_SG	daudz	WF249	SG275	dauz, daudz		0	dauz, daudz	SG_ROOT	L5696
R411	ROOT_SG	deb	WF250	SG276	deb		0	deb	SG_ROOT	L3144;L3366;L5697;L5698;L5699;L5700;L5701;L5702;L5703;L5704;L5705;L5706;L5707;L5708;L5709;L5710;L5711;L5712;L5713;L5714;L5715;L5716;L5717;L5718;L5719
R412	ROOT_SG	degun	WF251	SG277	degun, deguņ		0	degun, deguņ	SG_ROOT	L5720;L5721;L5722;L5723;L5724;L5725;L5726;L5727;L5728;L5729;L5730;L5731;L5732;L5733;L5734;L5735;L5736;L5737;L5738;L5739;L5740;L5741;L5742;L5743;L5744;L5745;L5746;L5747;L5748;L5749;L5750;L5751;L5752;L5753
R413	ROOT_SG	deguņ	WF251	SG277	degun, deguņ		0	degun, deguņ	SG_ROOT	L5754
R414	ROOT_SG	dedz	WF252	SG278	dedz, dedž, deg, deģ, dag, dadz		0	dedz, dedž, deg, deģ, dag, dadz	SG_ROOT	L5826;L5832;L5833;L5834;L5835;L5836;L5837;L5838;L5839;L5840;L5841;L5842;L5843;L5844;L5845;L5846;L5847;L5848;L5849;L5850;L5851;L5852;L5853;L5854;L5855;L5856;L5857;L5858;L5859;L5860;L5861;L5862;L5863;L5864;L5865;L5866;L5867;L5869;L5871;L5872;L5873
R415	ROOT_SG	dedž	WF252	SG278	dedz, dedž, deg, deģ, dag, dadz		0	dedz, dedž, deg, deģ, dag, dadz	SG_ROOT	L5874
R416	ROOT_SG	deg	WF252	SG278	dedz, dedž, deg, deģ, dag, dadz		0	dedz, dedž, deg, deģ, dag, dadz	SG_ROOT	L5755;L5756;L5757;L5758;L5759;L5760;L5761;L5762;L5763;L5764;L5765;L5766;L5767;L5768;L5769;L5770;L5771;L5772;L5773;L5774;L5775;L5776;L5777;L5778;L5779;L5780;L5781;L5782;L5783;L5784;L5785;L5786;L5787;L5788;L5789;L5790;L5791;L5792;L5793;L5794;L5795;L5796;L5797;L5798;L5799;L5800;L5801;L5802;L5803;L5804;L5805;L5806;L5807;L5808;L5809;L5810;L5811;L5812;L5813;L5814;L5815;L5816;L5817;L5818;L5819;L5820;L5821;L5822;L5823;L5824;L5825;L5827;L5828;L5829;L5830;L5831;L5868;L5870
R417	ROOT_SG	deģ	WF252	SG278	dedz, dedž, deg, deģ, dag, dadz		0	dedz, dedž, deg, deģ, dag, dadz	SG_ROOT	L5875;L5876;L5877;L5878;L5879
R418	ROOT_SG	dag	WF252	SG278	dedz, dedž, deg, deģ, dag, dadz		0	dedz, dedž, deg, deģ, dag, dadz	SG_ROOT	L5883;L5884;L5885;L5886;L5887
R419	ROOT_SG	dadz	WF252	SG278	dedz, dedž, deg, deģ, dag, dadz		0	dedz, dedž, deg, deģ, dag, dadz	SG_ROOT	L5880;L5881;L5882
R420	ROOT_SG	deg	WF253	SG279	deg	BORROWED	0	deg	SG_ROOT	L5888
R421	ROOT_SG	deg	WF254	SG280	deg		0	deg	SG_ROOT	L5889
R422	ROOT_SG	dag	WF255	SG281	dag, dac, dač	BORROWED	0	dag, dac, dač	SG_ROOT	L5890;L5891;L5892;L5893
R423	ROOT_SG	dac	WF255	SG281	dag, dac, dač	BORROWED	0	dag, dac, dač	SG_ROOT	L5894;L5895
R424	ROOT_SG	dač	WF255	SG281	dag, dac, dač	BORROWED	0	dag, dac, dač	SG_ROOT	L5896
R425	ROOT_SG	dagd	WF256	SG282	dagd		0	dagd	SG_ROOT	L5897;L5898;L5899
R426	ROOT_SG	dagil	WF257	SG283	dagil	BORROWED	0	dagil	SG_ROOT	L5900;L5901
R427	ROOT_SG	degā	WF258	SG284	degā	BORROWED	0	degā	SG_ROOT	L5902
R428	ROOT_SG	delik	WF259	SG285	delik, delg	BORROWED	0	delik, delg	SG_ROOT	L5903;L5904;L5905;L5906
R429	ROOT_SG	delg	WF259	SG285	delik, delg	BORROWED	0	delik, delg	SG_ROOT	L5907
R430	ROOT_SG	delf	WF260	SG286	delf	BORROWED	0	delf	SG_ROOT	L5908;L4892;L5909;L5910;L5911;L5912
R431	ROOT_SG	delft	WF261	SG287	delft	BORROWED	0	delft	SG_ROOT	L5913
R432	ROOT_SG	demp	WF262	SG288	demp	BORROWED	0	demp	SG_ROOT	L5914;L5915;L5916;L5917;L5918;L5919;L5920
R433	ROOT_SG	dendr	WF263	SG289	dendr	BORROWED	0	dendr	SG_ROOT	L5921;L5922;L5923;L5924;L5925;L5926;L5927;L5928;L5929;L5930;L5931;L5932
R434	ROOT_SG	dens	WF264	SG290	dens	BORROWED	0	dens	SG_ROOT	L5933;L5934;L5935;L5936;L5937;L5938;L5939;L5940;L5941;L5942;L5943;L5944
R435	ROOT_SG	odont	WF265	SG291	odont	BORROWED	0	zero-element	SG_ROOT	L5945;L5946;L5947;L5948;L5949;L5950;L5951;L5952;L5953;L5954;L5955;L5956;L5957
R436	ROOT_SG	dent	WF265	SG292	dent	BORROWED	0	zero-element	SG_ROOT	L5958;L5959;L5960;L5961
R437	ROOT_SG	desmit	WF266	SG293	desmit, dsmit		0	desmit, dsmit	SG_ROOT	L567;L568;L569;L570;L571;L5962;L573;L4410;L4411;L4412;L4413;L4414;L4416;L4417;L5963;L5964;L1698;L5965;L1853;L4632;L4633;L5033;L5966;L5967;L5968;L5969;L5970;L5971;L5972;L5973;L5974;L5975;L5976;L5977;L5978;L5979;L5980;L5981;L5982;L5983;L5984;L5985;L5986;L5987;L5988;L4515;L5989;L5990;L5991;L5992;L5993;L5994;L5995;L5996;L5997;L5998;L5999;L6000;L6001;L6002;L6003;L6004;L6005;L6006;L6007;L6008;L6009;L6010;L6011;L6012;L6013;L6014;L6015;L6016;L6017;L6018;L6019;L6020;L6021;L6022;L6023;L6024;L6025;L6026;L6027;L6028;L6029;L6030;L6031;L6032;L6033;L6034;L6035;L6036;L6037;L6038;L6039;L6040;L6041;L6042;L6043;L6044;L6045;L6046
R438	ROOT_SG	dsmit	WF266	SG293	desmit, dsmit		0	desmit, dsmit	SG_ROOT	L585;L586;L587;L4454;L4456;L4455;L4457;L4458;L4461;L6047;L6048;L6049;L6050;L6051;L6052;L6053;L6054;L5040;L6055;L6056;L6057;L6058;L6059;L6060;L6061;L6062;L6063;L6064;L6065;L6066;L6067;L6068;L6069;L6070;L6071;L6072;L6073;L6074;L6075;L6076;L6077;L6078;L6079;L6080;L6081;L6082;L6083;L6084;L6085;L6086;L6087;L6088;L6089;L6090;L6091;L6092;L6093;L6094;L6095;L6096;L6097;L5088;L5089;L6098;L6099;L6100;L6101
R439	ROOT_SG	deviņ	WF267	SG294	deviņ, devī		0	deviņ, devī	SG_ROOT	L6102;L6103;L5987;L5988;L4515;L5989;L5990;L6104;L6105;L6106;L6107;L6108;L6109;L6110;L6111;L6112;L6113;L6114;L6115;L6047;L6048;L6049;L6050;L6051;L6116;L6117;L6118;L6119;L6120;L6121;L6122;L6123;L6128;L6129
R440	ROOT_SG	devī	WF267	SG294	deviņ, devī		0	deviņ, devī	SG_ROOT	L6124;L6125;L6126;L6127
